id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,amount,class,event_timestamp
391497,0.9327580006103784,-0.0917396820861533,0.001650774325,0.1229561424117128,0.5326535883646183,-0.1795126302525334,0.506502791420894,-0.1379710003707484,0.512421896762711,-0.0116719480889502,0.3751585505116342,0.3703374202692754,-1.736211540888314,-0.5314407773229095,-0.4185785519763423,221.21,1,2023-10-02
419986,-0.3503884055314936,-0.3600058869980196,-0.0600051686236787,0.1527490861153269,-0.4466308857308801,1.4655701208265752,2.4324277498658446,-0.3558848726924867,-0.3298017913283002,0.2818385336775234,0.3791377704248075,-0.115546522284312,0.1982959858884249,-0.1753413725510273,-0.5769643184056654,10889.95,1,2023-10-02
534491,-1.3380100633079932,1.4863104841824706,-1.5670754923017018,1.470410840485757,-1.670972176855678,-1.9220121740731109,-1.8427584902889167,0.6730524194971033,-1.4383982449047423,-1.987302682795796,1.7371847847268334,-1.85703021714837,0.0618364349124111,-1.4415864961657183,0.0308075138337338,2169.66,1,2023-10-02
385094,-0.2789198050137645,0.5440337886981624,-0.5597818597128236,0.7204830763518837,0.0073858157868952,-0.2586324595453437,-0.295643475633384,-0.4070909778966723,-0.245558050791472,-0.4154391403559027,0.3719284619319029,-0.9456259462346608,2.136711427286868,-0.2544752615910467,-0.8955878485629601,7931.63,1,2023-10-02
105917,-0.5754575398536891,0.2814318403812346,0.8233476418644009,-1.752682783824306,0.0871771830634785,-0.269065759970255,0.766341200341505,-0.2454883984816087,2.5102625568262056,2.7209783621172874,-0.589762777228581,0.6489729651430834,0.2957299494272394,0.1629619157492701,0.8198422319644749,9697.37,0,2023-10-02
452449,-0.9966825812407863,-1.4345673266809689,-0.4901871513652587,0.0665708919326624,-0.6000560283181593,-0.0873386282700096,-0.0486281389984224,0.1163957735844765,-0.2999583871104487,-0.4265491419608862,-0.239424430869362,-0.5452234044703068,0.5262609889569014,-0.5131678079332961,0.6070240884783572,13180.09,1,2023-10-02
283178,1.813505396855405,-0.3555017643740799,-0.0585188516996969,-0.4451666662363968,0.4810204028348621,-0.0450813749934215,0.5364545351039313,-0.223993404291136,0.663707992218208,0.4335551643508249,-0.7940171301323468,1.4286952903757686,1.629302339666861,0.2360097239599343,0.000840845764561,24005.59,0,2023-10-02
73776,0.0605004170625885,-0.0745870051623389,1.3249272508122625,-0.6009129418717802,0.2843937555162739,-0.1120429416755112,0.7236369523580125,-0.1759556348257997,0.2275269223191487,0.3961971351516069,-0.6799618515159768,0.764415117462372,0.7567226937227716,0.4516748380762068,0.956017835221702,5363.88,0,2023-10-02
431975,-0.3727025017812212,-0.0776753267088938,0.0854806876921121,0.1574392269766145,-0.4255910532624294,0.013097950899953,-0.1408356018040216,0.008122030856839,-0.0754548618048881,-0.1980371793636501,0.0155794241604643,-0.6553413458961883,-0.8717713548152972,-0.3500669986045545,2.4260668368645746,16139.41,1,2023-10-02
286685,0.3995606634622552,0.0654905594007425,-0.2438069211364203,0.572371603267758,0.0904281732693865,0.1571828331520079,-0.1254764424579121,0.000460585937177,-0.4782552402677731,-0.2151540766589998,0.5386087899567329,-0.608345996466941,-0.982670856566015,-0.6586322371824509,0.1508168411665563,15990.97,1,2023-10-02
532811,-0.0747129225392654,-0.0296299284141946,-0.2743063708135488,0.3388103759582868,-0.4529854133229045,0.2299166705182289,0.2391845933139782,-0.0236163917169207,-0.1489631104857997,-0.3221365663229087,0.2844808353243204,-0.3383885216947433,0.6554931812170447,-0.540405373754571,2.2904998222633237,10758.02,1,2023-10-02
346973,-0.2609028286944533,0.0982973455888107,-0.5125334130815419,0.2468683445717061,-0.1958385610880408,-0.4631054521120679,-0.0759385451732965,-0.0627406469298872,-0.0504727453173093,-0.4273312492165521,0.4502614571166449,-0.7062613633804073,-0.3619179924121459,-0.8826800083821498,2.174703509666596,15513.13,1,2023-10-02
131419,1.0391399102384384,-0.3450790978722394,0.6242713954188415,-0.3290979005985994,0.0949054584053944,-0.1888494450138376,0.4446068051811799,-0.188243044565089,0.5873391955756672,0.4937055585720948,-0.7334227611778991,0.5104238286966001,-0.4853502478391228,0.6327965371225615,1.4105634310087416,11043.23,0,2023-10-02
38442,-0.4451920341569815,-1.3869518070793567,1.8520606394366648,-2.043958426061548,0.1323462487948557,-0.1120033419052455,0.4102138735815742,-0.0945691025241588,2.383226212552731,-0.2071940947784261,-1.0207192364638906,1.37583819679313,-0.6638045923157514,0.4769213389932518,-0.0359833191632667,21614.09,0,2023-10-02
88105,0.1412312361323787,-0.169183322466453,1.5269620463790383,-0.2889056590675559,0.3347504744275597,0.3654594695179439,0.6262155660102163,-0.1739656314170922,0.1166833945984477,0.6490353328613024,-0.0222100706665477,0.4121279796229677,-0.987834563083232,0.6776967939580879,1.5888031594027157,23805.32,0,2023-10-02
166825,-0.0915354774017911,-0.4383882560320465,1.7384771222476736,-0.1978195387780314,0.376855766276521,0.4369717769077921,0.7305063411784685,-0.2034437426503618,0.3436739097242894,0.4995214173969092,-1.1256081276689411,0.8643636380712088,1.4744909177683654,0.4936128132444887,1.2123943260316852,6869.41,0,2023-10-02
468089,-0.6383137229795294,0.0917403151898612,-0.407937674844492,-0.2155072709906264,-0.2235566584132546,-0.3079833130961449,-0.2437473908035461,0.0160144478916598,-0.3237539232290968,-0.4597187151136826,0.6831185322914908,-0.5882632545199851,1.0385812492972075,-0.60807987730263,-0.6204482536502446,8767.01,1,2023-10-02
178776,0.7792108044027268,-1.1423922428567497,0.0137660632509117,-0.117310417558515,0.383867080119145,1.60991276853271,0.4217047471209927,-0.0291747313823564,0.9584982910361224,0.5648790603042426,-0.2856670326520703,1.5379600562733489,-0.2615924177392964,0.9134209276600792,-0.0580479235796067,6093.73,0,2023-10-02
